...1,Marca:,Modelo Base:,Versão:,Ano:,Combustível:,Propulsão:,Configuração:,Garantia:,Lugares:,Portas:,Porte:,Procedência:,Valor FIPE:,Alimentação:,Aspiração:,cilindros,tipo_cilindro,Comando de Válvulas:,Disposição:,Instalação:,Razão de Compressão:,Válvulas por Cilindro:,Variação do Comando:,Acoplamento:,Câmbio:,Quantidade de Marchas:,Tração:,Pneus Dianteiros:,Pneus Traseiros:,Freios Dianteiros:,Freios Traseiros:,Suspensão Dianteira:,Elemento Elástico da Suspensão:,Suspensão Traseira:,Assistência de Direção:,Coeficiente de Arrasto:,url,id,Plataforma:,Código do Câmbio:,Acionamento do Comando:,Observações:,Código do Motor:,Geração:,Série:,Tuchos:,Pneu Estepe:,Capacidade de Bateria:,Potência de recarga:,Viscosidade do óleo:,valor_fipe,valor_data,garantia_em_anos,valvulas_por_cilindro,quantidade_de_marchas,geracao,coeficiente_de_arrasto
734,Bmw,525i,525i 2.5,1991,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 14.265 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,5:1",4,Admissão,NA,Automático,4,Traseira,205/65 R15,205/65 R15,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,M50B25TU,3,E34,Hidráulicos,NA,NA,NA,NA,14265,09/2024,2,4,4,3,0.31
735,Bmw,540i,540i 4.0 V8,1993,Gasolina,Combustão,Sedã,1 ano,5,4,Grande,Importado,R$ 24.209 (09/2024),Injeção multiponto,Natural,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,NA,Conversor de torque,Automático,5,Traseira,225/60 R15,225/60 R15,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,M60B40,3,E34,NA,NA,NA,NA,NA,24209,09/2024,1,4,5,3,0.32
736,Bmw,840ci,840ci 4.0 V8,1993,Gasolina,Combustão,Cupê,1 ano,4,2,Grande,Importado,R$ 35.845 (09/2024),Injeção multiponto,Natural,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,NA,Conversor de torque,Automático,5,Traseira,235/50 R16,235/50 R16,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 5HP,NA,NA,M60B40,1,E31,NA,NA,NA,NA,NA,35845,09/2024,1,4,5,1,0.29
737,Bmw,850csi,850csi 5.6 V12,1993,Gasolina,Combustão,Cupê,1 ano,4,2,Grande,Importado,R$ 63.784 (09/2024),Injeção multiponto,Natural,12,em V,Único no cabeçote,Longitudinal,Dianteiro,"9,8:1",2,NA,Embreagem monodisco a seco,Manual,6,Traseira,235/45 R17,265/40 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S70B56,1,E31,NA,NA,NA,NA,NA,63784,09/2024,1,2,6,1,0.31
738,Bmw,318i,318i 1.8,1992,Gasolina,Combustão,Sedã,1 ano,5,4,Médio,Importado,R$ 18.147 (09/2024),Injeção multiponto,Natural,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"9,7:1",2,NA,Embreagem monodisco a seco,Manual,5,Traseira,185/65 R15,185/65 R15,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,M43B18,3,E36,Hidráulicos,NA,NA,NA,NA,18147,09/2024,1,2,5,3,0.3
739,Bmw,520i,520i 2.0,1992,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 11.744 (09/2024),Injeção multiponto,Natural,6,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,11:1,4,Admissão,Conversor de torque,Automático,5,Traseira,205/65 R15,205/65 R15,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 5HP,Corrente,NA,M50B20TU,3,E34,Hidráulicos,NA,NA,NA,NA,11744,09/2024,2,4,5,3,0.31
740,Bmw,535i,535i 3.4,1991,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 18.193 (09/2024),Injeção multiponto,Natural,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,9:1,2,NA,Conversor de torque,Automático,4,Traseira,225/60 R15,225/60 R15,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,M30B35,3,E34,Hidráulicos,NA,NA,NA,NA,18193,09/2024,2,2,4,3,0.32
741,Bmw,850i,850i 5.0 V12,1991,Gasolina,Combustão,Cupê,1 ano,4,2,Grande,Importado,R$ 50.574 (09/2024),Injeção multiponto,Natural,12,em V,Único no cabeçote,Longitudinal,Dianteiro,"8,8:1",2,NA,Conversor de torque,Automático,4,Traseira,235/50 R16,235/50 R16,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 4HP,NA,NA,M70B50,1,E31,NA,NA,NA,NA,NA,50574,09/2024,1,2,4,1,0.29
742,Bmw,M5,M5 3.6,1991,Gasolina,Combustão,Sedã,1 ano,5,4,Grande,Importado,R$ 32.232 (09/2024),Injeção multiponto,Natural,6,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,NA,Embreagem monodisco a seco,Manual,5,Traseira,235/45 R17,235/45 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S38B36,2,E34,NA,NA,NA,NA,NA,32232,09/2024,1,4,5,2,0.34
743,Bmw,Z1,Z1 2.5,1990,Gasolina,Combustão,Conversível,1 ano,2,2,Médio,Importado,NA,Injeção multiponto,Natural,6,em linha,"Único no cabeçote, correia dentada",Longitudinal,Dianteiro,"8,8:1",2,NA,Embreagem monodisco a seco,Manual,5,Traseira,225/45 R16,225/45 R16,Disco ventilado,Disco sólido,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braço semi-arrastado",Hidráulica,"0,36",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,1,E30,NA,NA,NA,NA,NA,NA,NA,1,2,5,1,0.36
744,Brm,M-11,M-11 1.6,1989,Gasolina,Combustão,Buggy,1 ano,4,2,Compacto,Nacional,NA,Carburador,Natural,4,opostos horizontalmente,"no bloco, engrenagens",Longitudinal,Traseiro,"7,5:1",2,NA,Embreagem monodisco a seco,Manual,4,Traseira,NA,NA,Tambor,Tambor,"Independente, braço arrastado",Barra de torção,"Independente, semi-eixo oscilante",Não assistida,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,VW Boxer,NA,NA,Mecânicos,NA,NA,NA,NA,NA,NA,1,2,4,NA,NA
745,Bugatti,Centodieci,Centodieci 8.0 W16,2022,Gasolina,Combustão,Cupê,1 ano,2,2,Grande,Importado,NA,Injeção multiponto,Turbocompressor,16,em W,Duplo no cabeçote,Longitudinal,Central,"8,3:1",4,Admissão,Embreagem dupla a seco,Automatizado,7,Integral sob demanda,285/30 R20,355/25 R21,Disco de carbono-cerâmica,Disco de carbono-cerâmica,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Elétrica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,NA,0.35
746,Bugatti,Divo,Divo 8.0 W16,2018,Gasolina,Combustão,Cupê,1 ano,2,2,Grande,Importado,NA,Injeção multiponto,Turbocompressor,16,em W,Duplo no cabeçote,Longitudinal,Central,"8,3:1",4,Admissão,Embreagem dupla a seco,Automatizado,7,Integral sob demanda,285/30 R20,355/25 R21,Disco de carbono-cerâmica,Disco de carbono-cerâmica,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Elétrica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,NA,0.35
747,Bugatti,Chiron,Chiron 8.0 W16,2016,Gasolina,Combustão,Cupê,1 ano,2,2,Grande,Importado,NA,Injeção multiponto,Turbocompressor,16,em W,Duplo no cabeçote,Longitudinal,Central,"8,3:1",4,Admissão,Embreagem dupla a seco,Automatizado,7,Integral sob demanda,285/30 R20,355/25 R21,Disco de carbono-cerâmica,Disco de carbono-cerâmica,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Elétrica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,NA,0.35
748,Bugatti,Veyron,Veyron Super Sport 8.0 W16,2011,Gasolina,Combustão,Cupê,1 ano,2,2,Grande,Importado,NA,Injeção multiponto,Turbocompressor,16,em W,Duplo no cabeçote,Longitudinal,Central,"8,3:1",4,Admissão,Embreagem dupla a seco,Automatizado,7,Integral sob demanda,265/30 R20,335/30 R20,Disco de carbono-cerâmica,Disco de carbono-cerâmica,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,348",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,NA,0.348
749,Bugatti,Veyron,Veyron Grand Sport 8.0 W16,2009,Gasolina,Combustão,Conversível,1 ano,2,2,Grande,Importado,NA,Injeção multiponto,Turbocompressor,16,em W,Duplo no cabeçote,Longitudinal,Central,9:1,4,Admissão,Embreagem dupla a seco,Automatizado,7,Integral sob demanda,265/30 R20,335/30 R20,Disco de carbono-cerâmica,Disco de carbono-cerâmica,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,36",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,NA,0.36
750,Bugatti,Veyron,Veyron 8.0 W16,2006,Gasolina,Combustão,Cupê,1 ano,2,2,Grande,Importado,NA,Injeção multiponto,Turbocompressor,16,em W,Duplo no cabeçote,Longitudinal,Central,9:1,4,Admissão,Embreagem dupla a seco,Automatizado,7,Integral sob demanda,265/30 R20,335/30 R20,Disco de carbono-cerâmica,Disco de carbono-cerâmica,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,355",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,NA,0.355
751,Bugatti,Eb 110,Eb 110 3.5 V12,1992,Gasolina,Combustão,Cupê,1 ano,2,2,Grande,Importado,NA,Injeção multiponto,Turbocompressor,12,em V,Duplo no cabeçote,Longitudinal,Central,"7,5:1",5,NA,Embreagem monodisco a seco,Manual,6,Integral sob demanda,245/40 R18,325/30 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,NA,0.29
752,Byd,King,King GS 1.5,2025,Eletricidade/gasolina,Híbrido plug-in,Sedã,6 anos,5,4,Médio,Importado,R$ 172.582 (09/2024),Injeção multiponto,Natural,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"15,5:1",4,Admissão,Engrenagem epicicloidal,Automático,1,Dianteira,215/55 R17,215/55 R17,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,Eixo de torção,Elétrica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,e-Platform 3.0,NA,Corrente,NA,BYD472QA,NA,Dynasty,NA,Kit de reparo,"18,3 kWh","6,6 kW (AC)",0W-20 ³,172582,09/2024,6,4,1,NA,NA
753,Byd,King,King GL 1.5,2025,Eletricidade/gasolina,Híbrido plug-in,Sedã,6 anos,5,4,Médio,Importado,R$ 161.204 (09/2024),Injeção multiponto,Natural,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"15,5:1",4,Admissão,Engrenagem epicicloidal,Automático,1,Dianteira,215/55 R17,215/55 R17,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,Eixo de torção,Elétrica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,e-Platform 3.0,NA,Corrente,NA,BYD472QA,NA,Dynasty,NA,Kit de reparo,"8,3 kWh","3,3 kW (AC)",0W-20 ³,161204,09/2024,6,4,1,NA,NA
754,Byd,Shark,Shark GS 1.5,2025,Eletricidade/gasolina,Híbrido plug-in,Picape,6 anos,5,4,Médio,Importado,NA,Injeção multiponto,Turbocompressor,4,em linha,Único no cabeçote,Longitudinal,Dianteiro,NA,4,Admissão,Engrenagem epicicloidal,Automático,1,Integral sob demanda,265/65 R18,265/65 R18,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",Elétrica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,DMO,NA,NA,Dados preliminares,BYD476ZQF,NA,NA,NA,265/65 R18,"29,6 kWh",40 kW (DC),NA,NA,NA,6,4,1,NA,NA
755,Byd,Song Plus,Song Plus DM-i 1.5,2025,Eletricidade/gasolina,Híbrido plug-in,SUV,6 anos,5,4,Médio,Importado,R$ 217.278 (09/2024),Injeção multiponto,Natural,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"15,5:1",4,Admissão,Engrenagem epicicloidal,Automático,1,Dianteira,235/50 R19,235/50 R19,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,Corrente,NA,BYD472QA,NA,Dynasty,NA,Kit de reparo,"18,3 kWh","6,6 kW (AC)",0W-20 ³,217278,09/2024,6,4,1,NA,NA
756,Byd,Song Pro,Song Pro DM-i 1.5,2025,Eletricidade/gasolina,Híbrido plug-in,SUV,5 anos,5,4,Médio,Importado,R$ 175.954 (09/2024),Injeção multiponto,Natural,4,em linha,Duplo no cabeçote,Transversal,Dianteiro,"15,5:1",4,Admissão,Engrenagem epicicloidal,Automático,1,Dianteira,225/60 R18,225/60 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,Corrente,Dados preliminares,BYD472QA,NA,Dynasty,NA,Kit de reparo,"8,3 kWh","3,3 kW (AC)",0W-20 ³,175954,09/2024,5,4,1,NA,NA
757,Byd,Yuan Pro,Yuan Pro EV,2025,Eletricidade,Elétrico,SUV,6 anos,5,4,Compacto,Importado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automático,1,Dianteira,215/65 R16,215/65 R16,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,Eixo de torção,Elétrica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,e-Platform 3.0,NA,NA,Dados preliminares,NA,NA,Dynasty,NA,Kit de reparo,45 kWh,NA,NA,NA,NA,6,NA,1,NA,NA
758,Byd,Dolphin,Dolphin Plus,2024,Eletricidade,Elétrico,Hatch,5 anos,5,4,Compacto,Importado,R$ 143.550 (09/2024),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automático,1,Dianteira,205/50 R17,205/50 R17,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,Eixo de torção,Elétrica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,e-Platform 3.0,NA,NA,NA,NA,NA,Ocean,NA,125/90 R16,"60,5 kWh",NA,NA,143550,09/2024,5,NA,1,NA,0.3
759,Byd,Dolphin,Dolphin EV,2024,Eletricidade,Elétrico,Hatch,5 anos,5,4,Compacto,Importado,R$ 127.882 (09/2024),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automático,1,Dianteira,195/60 R16,195/60 R16,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,Eixo de torção,Elétrica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,e-Platform 3.0,NA,NA,NA,NA,NA,Ocean,NA,125/90 R16,"44,9 kWh",NA,NA,127882,09/2024,5,NA,1,NA,0.3
760,Byd,Dolphin,Dolphin Diamond,2024,Eletricidade,Elétrico,Hatch,5 anos,5,4,Compacto,Importado,R$ 143.550 (09/2024),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automático,1,Dianteira,195/60 R16,195/60 R16,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,Eixo de torção,Elétrica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,e-Platform 3.0,NA,NA,NA,NA,NA,Ocean,NA,125/90 R16,"44,9 kWh",NA,NA,143550,09/2024,5,NA,1,NA,0.3
761,Byd,Dolphin Mini,Dolphin Mini EV,2024,Eletricidade,Elétrico,Hatch,5 anos,4,4,Subcompacto,Importado,R$ 105.988 (09/2024),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automático,1,Dianteira,175/55 R16,175/55 R16,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,Eixo de torção,Elétrica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,e-Platform 3.0,NA,NA,NA,NA,NA,Ocean,NA,Kit de reparo,38 kWh,40 kW (DC),NA,105988,09/2024,5,NA,1,NA,NA
762,Byd,Seagull,Seagull EV,2024,Eletricidade,Elétrico,Hatch,5 anos,5,4,Subcompacto,Importado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automático,1,Dianteira,175/55 R16,175/55 R16,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,Eixo de torção,Elétrica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,e-Platform 3.0,NA,NA,Dados preliminares,NA,NA,Ocean,NA,Kit de reparo e enchimento,"30,1 kWh",NA,NA,NA,NA,5,NA,1,NA,NA
763,Byd,Seal,Seal EV,2024,Eletricidade,Elétrico,Sedã,5 anos,5,4,Médio,Importado,R$ 266.280 (09/2024),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automático,1,Integral sob demanda,235/45 R19,235/45 R19,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",Elétrica,"0,219",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,e-Platform 3.0,NA,NA,NA,NA,NA,Ocean,NA,Kit de reparo e enchimento,"82,5 kWh",NA,NA,266280,09/2024,5,NA,1,NA,0.219
764,Byd,Song Plus,Song Plus DM-i 1.5,2024,Eletricidade/gasolina,Híbrido plug-in,SUV,5 anos,5,4,Médio,Importado,R$ 205.074 (09/2024),Injeção multiponto,Natural,4,em linha,Único no cabeçote,Transversal,Dianteiro,"15,5:1",4,Admissão,Engrenagem epicicloidal,CVT,NA,Dianteira,235/50 R19,235/50 R19,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,Corrente,NA,BYD472ZQA,NA,NA,NA,Kit de reparo e enchimento,"8,3 kWh",NA,NA,205074,09/2024,5,4,NA,NA,NA
765,Byd,D1,D1 EV,2023,Eletricidade,Elétrico,Minivan,2 anos,5,4,Médio,Importado,R$ 199.900 (09/2024),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automático,1,Dianteira,195/60 R16,195/60 R16,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,Eixo de torção,Elétrica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,BYDNT18,NA,NA,NA,NA,NA,NA,NA,53 kWh,NA,NA,199900,09/2024,2,NA,1,NA,NA
766,Byd,Song Plus,Song Plus DM-i,2023,Gasolina/eletricidade,Híbrido plug-in,SUV,5 anos,5,4,Médio,Importado,R$ 198.042 (09/2024),Injeção multiponto,Natural,4,em linha,Único no cabeçote,Transversal,Dianteiro,NA,NA,NA,Embreagem dupla a seco,Automatizado,7,Dianteira,235/50 R19,235/50 R19,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,Corrente,NA,BYD472ZQA,NA,NA,NA,NA,"8,3 kWh",NA,NA,198042,09/2024,5,NA,7,NA,NA
767,Byd,Tan,Tan EV,2022,Eletricidade,Elétrico,SUV,5 anos,7,4,Médio,Importado,R$ 337.227 (09/2024),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automático,1,Integral sob demanda,265/40 R22,265/40 R22,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,Dinasty,NA,Kit de reparo e enchimento,"86,4 kWh",NA,NA,337227,09/2024,5,NA,1,NA,NA
768,Byd,Yuan Plus,Yuan Plus EV,2023,Eletricidade,Elétrico,SUV,5 anos,5,4,Médio,Importado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automático,1,Dianteira,215/55 R18,215/55 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,e-Platform 3.0,NA,NA,NA,NA,NA,NA,NA,125/90 R16,"60,5 kWh",NA,NA,NA,NA,5,NA,1,NA,0.29
769,Byd,Et3,Et3 BEV,2022,Eletricidade,Elétrico,Furgão,2 anos,3,4,Médio,Importado,R$ 192.510 (09/2024),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automático,1,Dianteira,195/60 R16,195/60 R16,Disco ventilado,Disco sólido,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,Elétrica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44,9 kWh",NA,NA,192510,09/2024,2,NA,1,NA,NA
770,Byd,Han,Han EV,2022,Eletricidade,Elétrico,Sedã,5 anos,5,4,Grande,Importado,R$ 418.984 (09/2024),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automático,1,Integral sob demanda,245/45 R19,245/45 R19,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,"0,233",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,Dinasty,NA,Kit de reparo e enchimento,"76,9 kWh",NA,NA,418984,09/2024,5,NA,1,NA,0.233
771,Cadillac,Ats,Ats Premium 3.6 V6,2018,Gasolina,Combustão,Sedã,1 ano,5,4,Médio,Importado,NA,Injeção direta,Natural,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"11,5:1",4,Admissão,Conversor de torque,Automático,8,Traseira,225/40 R18,255/35 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Elétrica,NA,https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,8,NA,NA
772,Cadillac,Escalade,Escalade ESV 6.2 V8,2016,Gasolina,Combustão,SUV,1 ano,6,4,Médio,Importado,NA,Injeção direta,Natural,8,em V,"no bloco, corrente",Longitudinal,Dianteiro,"10,5:1",2,Admissão,Conversor de torque,Automático,8,Traseira,275/55 R20,275/55 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Elétrica,"0,42",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,L86,NA,NA,Hidráulicos,NA,NA,NA,NA,NA,NA,1,2,8,NA,0.42
773,Cadillac,Cts,Cts V 6.2 V8,2011,Gasolina,Combustão,Sedã,1 ano,5,4,Grande,Importado,NA,Injeção multiponto,Compressor,8,em V,"no bloco, corrente",Longitudinal,Dianteiro,9:1,2,Admissão,Conversor de torque,Automático,6,Traseira,255/40 R19,285/35 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,355",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,LSA,NA,NA,Hidráulicos,NA,NA,NA,NA,NA,NA,1,2,6,NA,0.355
774,Cadillac,Srx,Srx 3.0 V6,2011,Gasolina,Combustão,SUV,1 ano,5,4,Médio,Importado,NA,Injeção direta,Natural,6,em V,Duplo no cabeçote,Longitudinal,Dianteiro,"11,3:1",4,Admissão,Conversor de torque,Automático,6,Integral sob demanda,235/65 R18,235/65 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,36",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,NA,0.36
775,Cadillac,Cts,Cts 3.6 V6,2008,Gasolina,Combustão,Sedã,1 ano,5,4,Grande,Importado,NA,Injeção direta,Natural,6,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"11,3:1",4,Admissão,Conversor de torque,Automático,6,Traseira,235/50 R18,235/50 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,Alloytec LLT,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,NA,0.34
