ID,infoteinimento,infoteinimento_n
759,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Volante multifuncional",285
760,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Volante multifuncional",285
761,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Espelhamento da tela do celular ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Volante multifuncional",324
762,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Volante multifuncional",285
763,"Alto-falantes no encosto de cabeça ,Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Roteador Wi-Fi ,Sistema de som Dynaudio ,Subwoofer ,Volante multifuncional",420
764,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Sistema de som Dirac ,Volante multifuncional",260
765,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Volante multifuncional",201
766,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Sistema de som Dirac ,Volante multifuncional",295
767,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Espelhamento da tela do celular ,Filmagem do percurso ,Indicador de temperatura externa ,Leitor de cartão de memória ,Leitor de placas de sinalização ,Navegador GPS ,Rádio ,Sistema de som Dirac ,Volante multifuncional",306
768,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Espelhamento da tela do celular ,Filmagem do percurso ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Volante multifuncional",260
769,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Rádio ,Volante multifuncional",130
770,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Espelhamento da tela do celular ,Filmagem do percurso ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Sistema de som Dirac ,Volante multifuncional",311
771,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",309
772,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",294
788,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",267
789,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",232
790,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",267
791,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",232
792,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",267
793,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Rádio ,Sistema de som Sony ,Termômetro do líquido de arrefecimento ,Volante multifuncional",271
794,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",250
795,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",250
796,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Leitor de cartão de memória ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",233
797,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Leitor de cartão de memória ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",198
798,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Rádio ,Termômetro da água do motor ,Volante multifuncional",158
799,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Rádio ,Termômetro da água do motor ,Volante multifuncional",158
800,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",267
801,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro da água do motor ,Volante multifuncional",221
802,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",267
803,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",267
804,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",250
805,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Termômetro da água do motor ,Volante multifuncional",227
806,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Rádio ,Termômetro da água do motor ,Volante multifuncional",239
807,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Leitor de cartão de memória ,Rádio ,Termômetro da água do motor ,Volante multifuncional",187
808,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Volante multifuncional",198
809,"Computador de bordo ,Conexão USB ,Conta-giros ,Rádio",53
810,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Rádio ,Termômetro da água do motor ,Volante multifuncional",158
811,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Leitor de cartão de memória ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",198
812,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro da água do motor ,Volante multifuncional",256
813,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Rádio ,Sistema de som Sony ,Termômetro do líquido de arrefecimento ,Volante multifuncional",271
814,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Rádio ,Termômetro da água do motor ,Volante multifuncional",158
815,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Rádio ,Termômetro da água do motor ,Volante multifuncional",158
816,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Rádio ,Termômetro da água do motor ,Volante multifuncional",158
817,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Rádio ,Termômetro da água do motor ,Volante multifuncional",158
818,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Rádio ,Termômetro da água do motor ,Volante multifuncional",158
819,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Rádio ,Termômetro da água do motor",101
820,"Computador de bordo ,Conexão USB ,Conta-giros ,Rádio",53
821,"Computador de bordo ,Conexão USB ,Conta-giros ,Rádio",53
822,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Rádio ,Termômetro da água do motor ,Volante multifuncional",158
823,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Rádio ,Termômetro da água do motor ,Volante multifuncional",158
824,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Rádio ,Termômetro da água do motor ,Volante multifuncional",158
825,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Leitor de cartão de memória ,Rádio ,Volante multifuncional",158
826,"Computador de bordo ,Conexão USB ,Conta-giros ,Rádio",53
827,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Rádio ,Termômetro da água do motor ,Volante multifuncional",158
828,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Rádio ,Termômetro da água do motor ,Volante multifuncional",158
829,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Rádio ,Termômetro da água do motor ,Volante multifuncional",158
830,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro da água do motor ,Volante multifuncional",221
831,"CD player ,Conexão USB ,Conta-giros ,Rádio",43
832,"Conexão USB ,Rádio",19
833,"Conexão USB ,Rádio",19
834,"Conexão USB ,Rádio",19
835,"Conexão USB ,Rádio",19
836,"CD player ,Conexão USB ,Conta-giros ,Rádio",43
837,"Conexão USB ,Rádio",19
838,"CD player ,Conexão USB ,Conta-giros ,Rádio",43
839,"Conexão USB ,Rádio",19
840,"CD player ,Conexão USB ,Conta-giros ,Rádio",43
841,"Conexão USB ,Conta-giros ,Rádio ,Termômetro da água do motor",61
842,"CD player ,Conexão USB ,Conta-giros ,Rádio",43
843,"CD player ,Conexão USB ,Conta-giros ,Rádio ,Termômetro da água do motor ,Volante multifuncional",96
844,"CD player ,Conexão USB ,Conta-giros ,Rádio",43
845,"CD player ,Conexão USB ,Conta-giros ,Rádio",43
846,"CD player ,Conexão USB ,Conta-giros ,Rádio",43
847,"CD player ,Conexão USB ,Conta-giros ,Rádio",43
848,"CD player ,Conexão USB ,Conta-giros ,Rádio",43
849,"CD player ,Conexão USB ,Conta-giros ,Rádio",43
850,"CD player ,Conexão USB ,Conta-giros ,Rádio",43
851,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",294
852,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",203
853,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",203
854,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Termômetro do líquido de arrefecimento ,Volante multifuncional",203
855,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",219
856,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",329
857,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",329
858,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",329
859,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",294
860,"Comandos ao veículo via aplicativo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",239
861,"Comandos ao veículo via aplicativo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",239
862,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",329
863,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Sistema de som Bose ,Termômetro do líquido de arrefecimento ,Volante multifuncional",382
864,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",329
865,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",214
866,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Sistema de som Bose ,Termômetro do líquido de arrefecimento ,Tomada de 110/220 volts ,Volante multifuncional",419
867,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",294
868,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",329
869,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",294
870,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",294
871,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",294
872,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Volante multifuncional",163
873,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",309
874,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Sistema de som Bose ,Subwoofer ,Volante multifuncional",390
875,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",259
876,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",329
877,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",294
878,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",294
879,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro do líquido de arrefecimento ,Volante multifuncional",294
880,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Rádio ,Volante multifuncional",96
881,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Rádio ,Volante multifuncional",96
882,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro da água do motor ,Volante multifuncional",318
883,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Termômetro da água do motor ,Volante multifuncional",192
884,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Termômetro da água do motor ,Volante multifuncional",192
885,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Volante multifuncional",163
886,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Volante multifuncional",163
887,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Volante multifuncional",163
888,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Rádio ,Volante multifuncional",130
889,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Termômetro da água do motor ,Volante multifuncional",192
890,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",267
892,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Volante multifuncional",163
893,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro da água do motor ,Volante multifuncional",283
894,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Rádio ,Roteador Wi-Fi ,Termômetro da água do motor ,Volante multifuncional",283
895,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Termômetro da água do motor ,Volante multifuncional",258
896,"Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Termômetro da água do motor ,Volante multifuncional",298
897,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Sistema de som Bose ,Termômetro da água do motor ,Volante multifuncional",354
898,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Volante multifuncional",163
899,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",207
900,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Volante multifuncional",163
901,"Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Rádio ,Volante multifuncional",180
902,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Volante multifuncional",163
903,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Volante multifuncional",163
904,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Termômetro da água do motor ,Volante multifuncional",258
905,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Roteador Wi-Fi ,Termômetro da água do motor ,Volante multifuncional",208
906,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",207
908,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Roteador Wi-Fi ,Volante multifuncional",214
909,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Volante multifuncional",163
910,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Roteador Wi-Fi ,Volante multifuncional",214
911,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Rádio ,Roteador Wi-Fi ,Volante multifuncional",214
